cell_type	gene	expressed
BJAB	ALG10	TRUE
BJAB	ALG10B	TRUE
BJAB	CPNE8	TRUE
BJAB	KIF21A	TRUE
BJAB	ABCD2	TRUE
BJAB	SLC2A13	TRUE
BJAB	LRRK2	TRUE
BJAB	CNTN1	TRUE
BJAB	GXYLT1	TRUE
BJAB	YAF2	TRUE
BJAB	ZCRB1	TRUE
BJAB	PPHLN1	TRUE
BJAB	PRICKLE1	TRUE
BJAB	ADAMTS20	TRUE
BJAB	PUS7L	TRUE
BJAB	IRAK4	TRUE
BJAB	TWF1	TRUE
BJAB	TMEM117	TRUE
BJAB	NELL2	TRUE
BJAB	ANO6	TRUE
BJAB	LINC00938	TRUE
BJAB	ARID2	TRUE
BJAB	SCAF11	TRUE
BJAB	SLC38A1	TRUE
BJAB	SLC38A2	TRUE
BJAB	PCED1B	TRUE
BJAB	AMIGO2	TRUE
BJAB	PCED1B-AS1	TRUE
BJAB	RPAP3	TRUE
BJAB	ENDOU	TRUE
BJAB	RAPGEF3	TRUE
BJAB	SLC48A1	TRUE
BJAB	HDAC7	TRUE
BJAB	VDR	TRUE
BJAB	TMEM106C	TRUE
BJAB	COL2A1	TRUE
BJAB	SENP1	TRUE
BJAB	ASB8	TRUE
BJAB	CCDC184	TRUE
BJAB	ZNF641	TRUE
BJAB	KANSL2	TRUE
BJAB	CCNT1	TRUE
BJAB	ADCY6	TRUE
BJAB	CACNB3	TRUE
BJAB	DDX23	TRUE
BJAB	RND1	TRUE
BJAB	CCDC65	TRUE
BJAB	FKBP11	TRUE
BJAB	ARF3	TRUE
BJAB	WNT10B	TRUE
BJAB	WNT1	TRUE
BJAB	DDN	TRUE
BJAB	PRKAG1	TRUE
BJAB	KMT2D	TRUE
BJAB	RHEBL1	TRUE
BJAB	DHH	TRUE
BJAB	LMBR1L	TRUE
BJAB	TUBA1B	TRUE
BJAB	TUBA1A	TRUE
BJAB	PRPH	TRUE
BJAB	TROAP	TRUE
BJAB	C1QL4	TRUE
BJAB	DNAJC22	TRUE
BJAB	SPATS2	TRUE
BJAB	KCNH3	TRUE
BJAB	MCRS1	TRUE
BJAB	PRPF40B	TRUE
BJAB	FMNL3	TRUE
BJAB	TMBIM6	TRUE
BJAB	NCKAP5L	TRUE
BJAB	BCDIN3D	TRUE
BJAB	FAIM2	TRUE
BJAB	AQP5	TRUE
BJAB	RACGAP1	TRUE
BJAB	ASIC1	TRUE
BJAB	SMARCD1	TRUE
BJAB	COX14	TRUE
BJAB	CERS5	TRUE
BJAB	LIMA1	TRUE
BJAB	LARP4	TRUE
BJAB	DIP2B	TRUE
BJAB	ATF1	TRUE
BJAB	METTL7A	TRUE
BJAB	SLC11A2	TRUE
BJAB	LETMD1	TRUE
BJAB	CSRNP2	TRUE
BJAB	TFCP2	TRUE
BJAB	POU6F1	TRUE
BJAB	DAZAP2	TRUE
BJAB	SMAGP	TRUE
BJAB	BIN2	TRUE
BJAB	GALNT6	TRUE
BJAB	SLC4A8	TRUE
BJAB	SCN8A	TRUE
BJAB	ANKRD33	TRUE
BJAB	ACVRL1	TRUE
BJAB	ACVR1B	TRUE
BJAB	GRASP	TRUE
BJAB	NR4A1	TRUE
BJAB	ATG101	TRUE
BJAB	KRT80	TRUE
BJAB	KRT7	TRUE
BJAB	KRT18	TRUE
BJAB	EIF4B	TRUE
BJAB	SPRYD3	TRUE
BJAB	IGFBP6	TRUE
BJAB	SOAT2	TRUE
BJAB	CSAD	TRUE
BJAB	ZNF740	TRUE
BJAB	ITGB7	TRUE
BJAB	RARG	TRUE
BJAB	MFSD5	TRUE
BJAB	ESPL1	TRUE
BJAB	PFDN5	TRUE
BJAB	C12orf10	TRUE
BJAB	AAAS	TRUE
BJAB	SP1	TRUE
BJAB	PRR13	TRUE
BJAB	PCBP2	TRUE
BJAB	MAP3K12	TRUE
BJAB	TARBP2	TRUE
BJAB	ATF7	TRUE
BJAB	ATP5G2	TRUE
BJAB	CALCOCO1	TRUE
BJAB	CISTR	TRUE
BJAB	HOXC13	TRUE
BJAB	HOXC12	TRUE
BJAB	HOXC11	TRUE
BJAB	HOXC10	TRUE
BJAB	HOXC-AS3	TRUE
BJAB	HOXC-AS2	TRUE
BJAB	HOXC9	TRUE
BJAB	HOXC8	TRUE
BJAB	HOXC4	TRUE
BJAB	HOXC6	TRUE
BJAB	HOXC5	TRUE
BJAB	LOC400043	TRUE
BJAB	SMUG1	TRUE
BJAB	CBX5	TRUE
BJAB	HNRNPA1	TRUE
BJAB	NFE2	TRUE
BJAB	COPZ1	TRUE
BJAB	ZNF385A	TRUE
BJAB	ITGA5	TRUE
BJAB	GTSF1	TRUE
BJAB	NCKAP1L	TRUE
BJAB	PDE1B	TRUE
BJAB	PPP1R1A	TRUE
BJAB	MUCL1	TRUE
BJAB	METTL7B	TRUE
BJAB	ITGA7	TRUE
BJAB	BLOC1S1	TRUE
BJAB	BLOC1S1-RDH5	TRUE
BJAB	CD63	TRUE
BJAB	GDF11	TRUE
BJAB	SARNP	TRUE
BJAB	ORMDL2	TRUE
BJAB	DNAJC14	TRUE
BJAB	PYM1	TRUE
BJAB	DGKA	TRUE
BJAB	PMEL	TRUE
BJAB	CDK2	TRUE
BJAB	RAB5B	TRUE
BJAB	SUOX	TRUE
BJAB	IKZF4	TRUE
BJAB	RPS26	TRUE
BJAB	ERBB3	TRUE
BJAB	PA2G4	TRUE
BJAB	RPL41	TRUE
BJAB	ZC3H10	TRUE
BJAB	ESYT1	TRUE
BJAB	MYL6B	TRUE
BJAB	MYL6	TRUE
BJAB	SMARCC2	TRUE
BJAB	RNF41	TRUE
BJAB	NABP2	TRUE
BJAB	ANKRD52	TRUE
BJAB	COQ10A	TRUE
BJAB	CS	TRUE
BJAB	CNPY2	TRUE
BJAB	PAN2	TRUE
BJAB	IL23A	TRUE
BJAB	STAT2	TRUE
BJAB	TIMELESS	TRUE
BJAB	SPRYD4	TRUE
BJAB	GLS2	TRUE
BJAB	RBMS2	TRUE
BJAB	BAZ2A	TRUE
BJAB	ATP5B	TRUE
BJAB	PTGES3	TRUE
BJAB	NACA	TRUE
BJAB	PRIM1	TRUE
BJAB	ZBTB39	TRUE
BJAB	NEMP1	TRUE
BJAB	NAB2	TRUE
BJAB	STAT6	TRUE
BJAB	LRP1	TRUE
BJAB	NXPH4	TRUE
BJAB	SHMT2	TRUE
BJAB	NDUFA4L2	TRUE
BJAB	R3HDM2	TRUE
BJAB	GLI1	TRUE
BJAB	ARHGAP9	TRUE
BJAB	MARS	TRUE
BJAB	DDIT3	TRUE
BJAB	MBD6	TRUE
BJAB	DCTN2	TRUE
BJAB	KIF5A	TRUE
BJAB	PIP4K2C	TRUE
BJAB	DTX3	TRUE
BJAB	ARHGEF25	TRUE
BJAB	SLC26A10	TRUE
BJAB	B4GALNT1	TRUE
BJAB	OS9	TRUE
BJAB	AGAP2	TRUE
BJAB	TSPAN31	TRUE
BJAB	CDK4	TRUE
BJAB	MARCH9	TRUE
BJAB	METTL1	TRUE
BJAB	EEF1AKMT3	TRUE
BJAB	TSFM	TRUE
BJAB	CTDSP2	TRUE
BJAB	ATP23	TRUE
BJAB	LRIG3	TRUE
BJAB	FAM19A2	TRUE
BJAB	USP15	TRUE
BJAB	MON2	TRUE
BJAB	LINC01465	TRUE
BJAB	PPM1H	TRUE
BJAB	TMEM5	TRUE
BJAB	SRGAP1	TRUE
BJAB	C12orf66	TRUE
BJAB	C12orf56	TRUE
BJAB	XPOT	TRUE
BJAB	TBK1	TRUE
BJAB	RASSF3	TRUE
BJAB	GNS	TRUE
BJAB	TBC1D30	TRUE
BJAB	WIF1	TRUE
BJAB	LEMD3	TRUE
BJAB	MSRB3	TRUE
BJAB	HMGA2	TRUE
BJAB	LLPH	TRUE
BJAB	TMBIM4	TRUE
BJAB	IRAK3	TRUE
BJAB	HELB	TRUE
BJAB	CAND1	TRUE
BJAB	DYRK2	TRUE
BJAB	MDM1	TRUE
BJAB	RAP1B	TRUE
BJAB	NUP107	TRUE
BJAB	SLC35E3	TRUE
BJAB	MDM2	TRUE
BJAB	CPM	TRUE
BJAB	CPSF6	TRUE
BJAB	YEATS4	TRUE
BJAB	FRS2	TRUE
BJAB	CCT2	TRUE
BJAB	RAB3IP	TRUE
BJAB	CNOT2	TRUE
BJAB	KCNMB4	TRUE
BJAB	PTPRB	TRUE
BJAB	LGR5	TRUE
BJAB	THAP2	TRUE
BJAB	ZFC3H1	TRUE
BJAB	TMEM19	TRUE
BJAB	RAB21	TRUE
BJAB	TBC1D15	TRUE
BJAB	TRHDE	TRUE
BJAB	TRHDE-AS1	TRUE
BJAB	ATXN7L3B	TRUE
BJAB	CAPS2	TRUE
BJAB	GLIPR1L1	TRUE
BJAB	GLIPR1L2	TRUE
BJAB	GLIPR1	TRUE
BJAB	KRR1	TRUE
BJAB	PHLDA1	TRUE
BJAB	NAP1L1	TRUE
BJAB	BBS10	TRUE
BJAB	OSBPL8	TRUE
BJAB	ZDHHC17	TRUE
BJAB	CSRP2	TRUE
BJAB	E2F7	TRUE
BJAB	SYT1	TRUE
BJAB	PAWR	TRUE
BJAB	PPP1R12A	TRUE
BJAB	MYF5	TRUE
BJAB	CCDC59	TRUE
BJAB	METTL25	TRUE
BJAB	TMTC2	TRUE
BJAB	SLC6A15	TRUE
BJAB	ALX1	TRUE
BJAB	C12orf29	TRUE
BJAB	CEP290	TRUE
BJAB	TMTC3	TRUE
BJAB	KITLG	TRUE
BJAB	DUSP6	TRUE
BJAB	GALNT4	TRUE
BJAB	POC1B	TRUE
BJAB	POC1B-GALNT4	TRUE
BJAB	ATP2B1-AS1	TRUE
BJAB	BTG1	TRUE
BJAB	C12orf74	TRUE
BJAB	EEA1	TRUE
BJAB	NUDT4P1	TRUE
BJAB	NUDT4	TRUE
BJAB	UBE2N	TRUE
BJAB	MRPL42	TRUE
BJAB	SOCS2-AS1	TRUE
BJAB	SOCS2	TRUE
BJAB	CRADD	TRUE
BJAB	PLXNC1	TRUE
BJAB	CEP83	TRUE
BJAB	CEP83-AS1	TRUE
BJAB	TMCC3	TRUE
BJAB	NDUFA12	TRUE
BJAB	NR2C1	TRUE
BJAB	FGD6	TRUE
BJAB	VEZT	TRUE
BJAB	METAP2	TRUE
BJAB	USP44	TRUE
BJAB	NTN4	TRUE
BJAB	SNRPF	TRUE
BJAB	CCDC38	TRUE
BJAB	AMDHD1	TRUE
BJAB	LTA4H	TRUE
BJAB	ELK3	TRUE
BJAB	CDK17	TRUE
BJAB	CFAP54	TRUE
BJAB	NEDD1	TRUE
BJAB	TMPO	TRUE
BJAB	SLC25A3	TRUE
BJAB	IKBIP	TRUE
BJAB	APAF1	TRUE
BJAB	UHRF1BP1L	TRUE
BJAB	ACTR6	TRUE
BJAB	DEPDC4	TRUE
BJAB	SCYL2	TRUE
BJAB	GAS2L3	TRUE
BJAB	UTP20	TRUE
BJAB	ARL1	TRUE
BJAB	CHPT1	TRUE
BJAB	GNPTAB	TRUE
BJAB	DRAM1	TRUE
BJAB	WASHC3	TRUE
BJAB	NUP37	TRUE
BJAB	PARPBP	TRUE
BJAB	PAH	TRUE
BJAB	ASCL1	TRUE
BJAB	C12orf42	TRUE
BJAB	NT5DC3	TRUE
BJAB	HSP90B1	TRUE
BJAB	C12orf73	TRUE
BJAB	TDG	TRUE
BJAB	GLT8D2	TRUE
BJAB	HCFC2	TRUE
BJAB	NFYB	TRUE
BJAB	TXNRD1	TRUE
BJAB	EID3	TRUE
BJAB	CHST11	TRUE
BJAB	C12orf45	TRUE
BJAB	ALDH1L2	TRUE
BJAB	WASHC4	TRUE
BJAB	APPL2	TRUE
BJAB	C12orf75	TRUE
BJAB	NUAK1	TRUE
BJAB	CKAP4	TRUE
BJAB	TCP11L2	TRUE
BJAB	POLR3B	TRUE
BJAB	RIC8B	TRUE
BJAB	TMEM263	TRUE
BJAB	MTERF2	TRUE
BJAB	CRY1	TRUE
BJAB	BTBD11	TRUE
BJAB	PWP1	TRUE
BJAB	PRDM4	TRUE
BJAB	WSCD2	TRUE
BJAB	FICD	TRUE
BJAB	SART3	TRUE
BJAB	ISCU	TRUE
BJAB	TMEM119	TRUE
BJAB	SELPLG	TRUE
BJAB	CORO1C	TRUE
BJAB	SSH1	TRUE
BJAB	USP30	TRUE
BJAB	ALKBH2	TRUE
BJAB	UNG	TRUE
BJAB	FOXN4	TRUE
BJAB	KCTD10	TRUE
BJAB	UBE3B	TRUE
BJAB	MMAB	TRUE
BJAB	MVK	TRUE
BJAB	FAM222A	TRUE
BJAB	TRPV4	TRUE
BJAB	GLTP	TRUE
BJAB	TCHP	TRUE
BJAB	GIT2	TRUE
BJAB	ANKRD13A	TRUE
BJAB	IFT81	TRUE
BJAB	ATP2A2	TRUE
BJAB	ANAPC7	TRUE
BJAB	ARPC3	TRUE
BJAB	GPN3	TRUE
BJAB	FAM216A	TRUE
BJAB	VPS29	TRUE
BJAB	RAD9B	TRUE
BJAB	PPTC7	TRUE
BJAB	TCTN1	TRUE
BJAB	HVCN1	TRUE
BJAB	PPP1CC	TRUE
BJAB	CCDC63	TRUE
BJAB	CUX2	TRUE
BJAB	FAM109A	TRUE
BJAB	SH2B3	TRUE
BJAB	ATXN2	TRUE
BJAB	BRAP	TRUE
BJAB	ACAD10	TRUE
BJAB	ALDH2	TRUE
BJAB	MAPKAPK5	TRUE
BJAB	MAPKAPK5-AS1	TRUE
BJAB	TMEM116	TRUE
BJAB	ERP29	TRUE
BJAB	NAA25	TRUE
BJAB	TRAFD1	TRUE
BJAB	HECTD4	TRUE
BJAB	RPL6	TRUE
BJAB	PTPN11	TRUE
BJAB	RPH3A	TRUE
BJAB	OAS1	TRUE
BJAB	OAS3	TRUE
BJAB	OAS2	TRUE
BJAB	DTX1	TRUE
BJAB	RASAL1	TRUE
BJAB	CFAP73	TRUE
BJAB	DDX54	TRUE
BJAB	RITA1	TRUE
BJAB	IQCD	TRUE
BJAB	TPCN1	TRUE
BJAB	SLC8B1	TRUE
BJAB	PLBD2	TRUE
BJAB	SDSL	TRUE
BJAB	LHX5	TRUE
BJAB	RBM19	TRUE
BJAB	TBX5	TRUE
BJAB	TBX3	TRUE
BJAB	MED13L	TRUE
BJAB	LINC00173	TRUE
BJAB	MAP1LC3B2	TRUE
BJAB	C12orf49	TRUE
BJAB	RNFT2	TRUE
BJAB	HRK	TRUE
BJAB	FBXW8	TRUE
BJAB	TESC	TRUE
BJAB	TESC-AS1	TRUE
BJAB	FBXO21	TRUE
BJAB	RFC5	TRUE
BJAB	WSB2	TRUE
BJAB	VSIG10	TRUE
BJAB	PEBP1	TRUE
BJAB	TAOK3	TRUE
BJAB	SUDS3	TRUE
BJAB	SRRM4	TRUE
BJAB	HSPB8	TRUE
BJAB	TMEM233	TRUE
BJAB	PRKAB1	TRUE
BJAB	CIT	TRUE
BJAB	BICDL1	TRUE
BJAB	RAB35	TRUE
BJAB	GCN1	TRUE
BJAB	RPLP0	TRUE
BJAB	PXN	TRUE
BJAB	SIRT4	TRUE
BJAB	MSI1	TRUE
BJAB	COX6A1	TRUE
BJAB	TRIAP1	TRUE
BJAB	GATC	TRUE
BJAB	SRSF9	TRUE
BJAB	DYNLL1	TRUE
BJAB	COQ5	TRUE
BJAB	RNF10	TRUE
BJAB	POP5	TRUE
BJAB	MLEC	TRUE
BJAB	UNC119B	TRUE
BJAB	ACADS	TRUE
BJAB	SPPL3	TRUE
BJAB	HNF1A-AS1	TRUE
BJAB	C12orf43	TRUE
BJAB	OASL	TRUE
BJAB	P2RX7	TRUE
BJAB	P2RX4	TRUE
BJAB	ANAPC5	TRUE
BJAB	RNF34	TRUE
BJAB	KDM2B	TRUE
BJAB	ORAI1	TRUE
BJAB	TMEM120B	TRUE
BJAB	RHOF	TRUE
BJAB	LINC01089	TRUE
BJAB	SETD1B	TRUE
BJAB	PSMD9	TRUE
BJAB	WDR66	TRUE
BJAB	BCL7A	TRUE
BJAB	B3GNT4	TRUE
BJAB	DIABLO	TRUE
BJAB	VPS33A	TRUE
BJAB	CLIP1	TRUE
BJAB	ZCCHC8	TRUE
BJAB	RSRC2	TRUE
BJAB	KNTC1	TRUE
BJAB	HCAR1	TRUE
BJAB	DENR	TRUE
BJAB	CCDC62	TRUE
BJAB	HIP1R	TRUE
BJAB	VPS37B	TRUE
BJAB	ABCB9	TRUE
BJAB	OGFOD2	TRUE
BJAB	ARL6IP4	TRUE
BJAB	MPHOSPH9	TRUE
BJAB	C12orf65	TRUE
BJAB	CDK2AP1	TRUE
BJAB	SBNO1	TRUE
BJAB	KMT5A	TRUE
BJAB	RILPL2	TRUE
BJAB	SNRNP35	TRUE
BJAB	RILPL1	TRUE
BJAB	TMED2	TRUE
BJAB	DDX55	TRUE
BJAB	GTF2H3	TRUE
BJAB	EIF2B1	TRUE
BJAB	TCTN2	TRUE
BJAB	ATP6V0A2	TRUE
BJAB	DNAH10	TRUE
BJAB	CCDC92	TRUE
BJAB	RFLNA	TRUE
BJAB	ZNF664	TRUE
BJAB	NCOR2	TRUE
BJAB	SCARB1	TRUE
BJAB	UBC	TRUE
BJAB	DHX37	TRUE
BJAB	BRI3BP	TRUE
BJAB	AACS	TRUE
BJAB	LINC00939	TRUE
BJAB	TMEM132C	TRUE
BJAB	SLC15A4	TRUE
BJAB	GLT1D1	TRUE
BJAB	FZD10-AS1	TRUE
BJAB	FZD10	TRUE
BJAB	STX2	TRUE
BJAB	RAN	TRUE
BJAB	ADGRD1	TRUE
BJAB	SFSWAP	TRUE
BJAB	MMP17	TRUE
BJAB	ULK1	TRUE
BJAB	PUS1	TRUE
BJAB	EP400	TRUE
BJAB	DDX51	TRUE
BJAB	NOC4L	TRUE
BJAB	GALNT9	TRUE
BJAB	FBRSL1	TRUE
BJAB	LRCOL1	TRUE
BJAB	P2RX2	TRUE
BJAB	POLE	TRUE
BJAB	PXMP2	TRUE
BJAB	PGAM5	TRUE
BJAB	ANKLE2	TRUE
BJAB	GOLGA3	TRUE
BJAB	CHFR	TRUE
BJAB	ZNF605	TRUE
BJAB	ZNF26	TRUE
BJAB	ZNF84	TRUE
BJAB	ZNF140	TRUE
BJAB	ZNF891	TRUE
BJAB	ZNF10	TRUE
BJAB	ZNF268	TRUE
BJAB	ANHX	TRUE
BJAB	LINC00350	TRUE
BJAB	MPHOSPH8	TRUE
BJAB	PSPC1	TRUE
BJAB	ZMYM5	TRUE
BJAB	ZMYM2	TRUE
BJAB	GJA3	TRUE
BJAB	GJB2	TRUE
BJAB	GJB6	TRUE
BJAB	CRYL1	TRUE
BJAB	IFT88	TRUE
BJAB	IL17D	TRUE
BJAB	EEF1AKMT1	TRUE
BJAB	XPO4	TRUE
BJAB	LATS2	TRUE
BJAB	SAP18	TRUE
BJAB	MRPL57	TRUE
BJAB	SKA3	TRUE
BJAB	ZDHHC20	TRUE
BJAB	MICU2	TRUE
BJAB	FGF9	TRUE
BJAB	TNFRSF19	TRUE
BJAB	PCOTH	TRUE
BJAB	MIPEP	TRUE
BJAB	SPATA13	TRUE
BJAB	PARP4	TRUE
BJAB	ATP12A	TRUE
BJAB	CENPJ	TRUE
BJAB	MTMR6	TRUE
BJAB	NUP58	TRUE
BJAB	ATP8A2	TRUE
BJAB	SHISA2	TRUE
BJAB	RNF6	TRUE
BJAB	CDK8	TRUE
BJAB	WASF3	TRUE
BJAB	GPR12	TRUE
BJAB	USP12	TRUE
BJAB	RPL21	TRUE
BJAB	RASL11A	TRUE
BJAB	GTF3A	TRUE
BJAB	MTIF3	TRUE
BJAB	LNX2	TRUE
BJAB	POLR1D	TRUE
BJAB	GSX1	TRUE
BJAB	PLUT	TRUE
BJAB	PDX1	TRUE
BJAB	LINC00543	TRUE
BJAB	CDX2	TRUE
BJAB	FLT3	TRUE
BJAB	PAN3	TRUE
BJAB	FLT1	TRUE
BJAB	POMP	TRUE
BJAB	SLC46A3	TRUE
BJAB	MTUS2	TRUE
BJAB	SLC7A1	TRUE
BJAB	UBL3	TRUE
BJAB	LINC00544	TRUE
BJAB	KATNAL1	TRUE
BJAB	LINC00426	TRUE
BJAB	LINC01058	TRUE
BJAB	HMGB1	TRUE
BJAB	USPL1	TRUE
BJAB	ALOX5AP	TRUE
BJAB	LINC00398	TRUE
BJAB	HSPH1	TRUE
BJAB	B3GLCT	TRUE
BJAB	FRY	TRUE
BJAB	BRCA2	TRUE
BJAB	N4BP2L1	TRUE
BJAB	N4BP2L2	TRUE
BJAB	PDS5B	TRUE
BJAB	LINC00423	TRUE
BJAB	KL	TRUE
BJAB	RFC3	TRUE
BJAB	NBEA	TRUE
BJAB	MAB21L1	TRUE
BJAB	CCDC169-SOHLH2	TRUE
BJAB	CCDC169	TRUE
BJAB	SPG20	TRUE
BJAB	CCNA1	TRUE
BJAB	RFXAP	TRUE
BJAB	SMAD9	TRUE
BJAB	ALG5	TRUE
BJAB	EXOSC8	TRUE
BJAB	SUPT20H	TRUE
BJAB	TRPC4	TRUE
BJAB	UFM1	TRUE
BJAB	FREM2	TRUE
BJAB	PROSER1	TRUE
BJAB	NHLRC3	TRUE
BJAB	LHFP	TRUE
BJAB	COG6	TRUE
BJAB	LINC00598	TRUE
BJAB	FOXO1	TRUE
BJAB	MRPS31	TRUE
BJAB	SLC25A15	TRUE
BJAB	ELF1	TRUE
BJAB	WBP4	TRUE
BJAB	KBTBD6	TRUE
BJAB	KBTBD7	TRUE
BJAB	MTRF1	TRUE
BJAB	NAA16	TRUE
BJAB	RGCC	TRUE
BJAB	VWA8	TRUE
BJAB	AKAP11	TRUE
BJAB	TNFSF11	TRUE
BJAB	EPSTI1	TRUE
BJAB	DNAJC15	TRUE
BJAB	ENOX1	TRUE
BJAB	CCDC122	TRUE
BJAB	LACC1	TRUE
BJAB	SERP2	TRUE
BJAB	TSC22D1	TRUE
BJAB	NUFIP1	TRUE
BJAB	GPALPP1	TRUE
BJAB	GTF2F2	TRUE
BJAB	TPT1	TRUE
BJAB	TPT1-AS1	TRUE
BJAB	SLC25A30-AS1	TRUE
BJAB	SLC25A30	TRUE
BJAB	COG3	TRUE
BJAB	SIAH3	TRUE
BJAB	ZC3H13	TRUE
BJAB	LCP1	TRUE
BJAB	LRRC63	TRUE
BJAB	RUBCNL	TRUE
BJAB	LRCH1	TRUE
BJAB	ESD	TRUE
BJAB	SUCLA2	TRUE
BJAB	NUDT15	TRUE
BJAB	MED4	TRUE
BJAB	ITM2B	TRUE
BJAB	LINC00441	TRUE
BJAB	RB1	TRUE
BJAB	RCBTB2	TRUE
BJAB	LINC00462	TRUE
BJAB	FNDC3A	TRUE
BJAB	MLNR	TRUE
BJAB	CDADC1	TRUE
BJAB	CAB39L	TRUE
BJAB	SETDB2	TRUE
BJAB	PHF11	TRUE
BJAB	RCBTB1	TRUE
BJAB	ARL11	TRUE
BJAB	EBPL	TRUE
BJAB	KPNA3	TRUE
BJAB	SPRYD7	TRUE
BJAB	TRIM13	TRUE
BJAB	DLEU1	TRUE
BJAB	DLEU7	TRUE
BJAB	RNASEH2B	TRUE
BJAB	FAM124A	TRUE
BJAB	INTS6	TRUE
BJAB	WDFY2	TRUE
BJAB	DHRS12	TRUE
BJAB	LINC00282	TRUE
BJAB	ATP7B	TRUE
BJAB	ALG11	TRUE
BJAB	NEK5	TRUE
BJAB	NEK3	TRUE
BJAB	THSD1	TRUE
BJAB	VPS36	TRUE
BJAB	CKAP2	TRUE
BJAB	HNRNPA1L2	TRUE
BJAB	SUGT1	TRUE
BJAB	CNMD	TRUE
BJAB	PCDH17	TRUE
BJAB	DIAPH3	TRUE
BJAB	TDRD3	TRUE
BJAB	PCDH9	TRUE
BJAB	DACH1	TRUE
BJAB	BORA	TRUE
BJAB	MZT1	TRUE
BJAB	PIBF1	TRUE
BJAB	DIS3	TRUE
BJAB	KLF5	TRUE
BJAB	KLF12	TRUE
BJAB	TBC1D4	TRUE
BJAB	COMMD6	TRUE
BJAB	UCHL3	TRUE
BJAB	LMO7DN-IT1	TRUE
BJAB	KCTD12	TRUE
BJAB	CLN5	TRUE
BJAB	FBXL3	TRUE
BJAB	MYCBP2	TRUE
BJAB	EDNRB	TRUE
BJAB	POU4F1	TRUE
BJAB	RNF219	TRUE
BJAB	RBM26	TRUE
BJAB	NDFIP2	TRUE
BJAB	SPRY2	TRUE
BJAB	MIR4500HG	TRUE
BJAB	SLITRK5	TRUE
BJAB	MIR17HG	TRUE
BJAB	GPC5	TRUE
BJAB	DCT	TRUE
BJAB	TGDS	TRUE
BJAB	GPR180	TRUE
BJAB	SOX21	TRUE
BJAB	SOX21-AS1	TRUE
BJAB	ABCC4	TRUE
BJAB	DZIP1	TRUE
BJAB	DNAJC3-AS1	TRUE
BJAB	DNAJC3	TRUE
BJAB	UGGT2	TRUE
BJAB	HS6ST3	TRUE
BJAB	OXGR1	TRUE
BJAB	MBNL2	TRUE
BJAB	RAP2A	TRUE
BJAB	FARP1	TRUE
BJAB	STK24	TRUE
BJAB	SLC15A1	TRUE
BJAB	DOCK9	TRUE
BJAB	UBAC2-AS1	TRUE
BJAB	UBAC2	TRUE
BJAB	GPR18	TRUE
BJAB	GPR183	TRUE
BJAB	LINC01232	TRUE
BJAB	TM9SF2	TRUE
BJAB	CLYBL	TRUE
BJAB	ZIC5	TRUE
BJAB	ZIC2	TRUE
BJAB	PCCA	TRUE
BJAB	TMTC4	TRUE
BJAB	FGF14-AS2	TRUE
BJAB	FGF14	TRUE
BJAB	TPP2	TRUE
BJAB	TEX30	TRUE
BJAB	BIVM	TRUE
BJAB	KDELC1	TRUE
BJAB	ERCC5	TRUE
BJAB	EFNB2	TRUE
BJAB	ARGLU1	TRUE
BJAB	LIG4	TRUE
BJAB	ABHD13	TRUE
BJAB	TNFSF13B	TRUE
BJAB	IRS2	TRUE
BJAB	RAB20	TRUE
BJAB	NAXD	TRUE
BJAB	CARS2	TRUE
BJAB	ING1	TRUE
BJAB	LINC00346	TRUE
BJAB	ANKRD10	TRUE
BJAB	ARHGEF7	TRUE
BJAB	SOX1	TRUE
BJAB	LINC01044	TRUE
BJAB	TUBGCP3	TRUE
BJAB	ATP11A	TRUE
BJAB	MCF2L	TRUE
BJAB	CUL4A	TRUE
BJAB	PCID2	TRUE
BJAB	LAMP1	TRUE
BJAB	GRTP1	TRUE
BJAB	DCUN1D2	TRUE
BJAB	TMCO3	TRUE
BJAB	TFDP1	TRUE
BJAB	TMEM255B	TRUE
BJAB	GAS6	TRUE
BJAB	GAS6-AS2	TRUE
BJAB	LINC00565	TRUE
BJAB	RASA3	TRUE
BJAB	CDC16	TRUE
BJAB	UPF3A	TRUE
BJAB	CHAMP1	TRUE
BJAB	TTC5	TRUE
BJAB	CCNB1IP1	TRUE
BJAB	PARP2	TRUE
BJAB	TEP1	TRUE
BJAB	KLHL33	TRUE
BJAB	OSGEP	TRUE
BJAB	APEX1	TRUE
BJAB	TMEM55B	TRUE
BJAB	PNP	TRUE
BJAB	ANG	TRUE
BJAB	RNASE4	TRUE
BJAB	RNASE6	TRUE
BJAB	METTL17	TRUE
BJAB	NDRG2	TRUE
BJAB	RNASE13	TRUE
BJAB	ARHGEF40	TRUE
BJAB	ZNF219	TRUE
BJAB	TMEM253	TRUE
BJAB	HNRNPC	TRUE
BJAB	SUPT16H	TRUE
BJAB	CHD8	TRUE
BJAB	RAB2B	TRUE
BJAB	TOX4	TRUE
BJAB	METTL3	TRUE
BJAB	DAD1	TRUE
BJAB	ABHD4	TRUE
BJAB	OXA1L	TRUE
BJAB	SLC7A7	TRUE
BJAB	MRPL52	TRUE
BJAB	MMP14	TRUE
BJAB	LRP10	TRUE
BJAB	REM2	TRUE
BJAB	RBM23	TRUE
BJAB	PRMT5	TRUE
BJAB	HAUS4	TRUE
BJAB	AJUBA	TRUE
BJAB	C14orf93	TRUE
