cell_type	gene	expressed
K562	ADAM15	TRUE
K562	EFNA4	TRUE
K562	EFNA3	TRUE
K562	EFNA1	TRUE
K562	SLC50A1	TRUE
K562	DPM3	TRUE
K562	KRTCAP2	TRUE
K562	TRIM46	TRUE
K562	MUC1	TRUE
K562	THBS3	TRUE
K562	MTX1	TRUE
K562	GBA	TRUE
K562	FAM189B	TRUE
K562	SCAMP3	TRUE
K562	CLK2	TRUE
K562	HCN3	TRUE
K562	PKLR	TRUE
K562	FDPS	TRUE
K562	RUSC1	TRUE
K562	ASH1L	TRUE
K562	MSTO1	TRUE
K562	YY1AP1	TRUE
K562	DAP3	TRUE
K562	GON4L	TRUE
K562	SYT11	TRUE
K562	RIT1	TRUE
K562	KIAA0907	TRUE
K562	RXFP4	TRUE
K562	ARHGEF2	TRUE
K562	SSR2	TRUE
K562	UBQLN4	TRUE
K562	LAMTOR2	TRUE
K562	RAB25	TRUE
K562	MEX3A	TRUE
K562	LMNA	TRUE
K562	SEMA4A	TRUE
K562	SLC25A44	TRUE
K562	PMF1	TRUE
K562	PMF1-BGLAP	TRUE
K562	SMG5	TRUE
K562	TMEM79	TRUE
K562	GLMP	TRUE
K562	TSACC	TRUE
K562	CCT3	TRUE
K562	C1orf61	TRUE
K562	MEF2D	TRUE
K562	IQGAP3	TRUE
K562	NAXE	TRUE
K562	GPATCH4	TRUE
K562	HAPLN2	TRUE
K562	NES	TRUE
K562	CRABP2	TRUE
K562	ISG20L2	TRUE
K562	RRNAD1	TRUE
K562	MRPL24	TRUE
K562	HDGF	TRUE
K562	PRCC	TRUE
K562	SH2D2A	TRUE
K562	INSRR	TRUE
K562	NTRK1	TRUE
K562	PEAR1	TRUE
K562	LRRC71	TRUE
K562	ARHGEF11	TRUE
K562	ETV3L	TRUE
K562	ETV3	TRUE
K562	LINC01704	TRUE
K562	OR10R2	TRUE
K562	OR6Y1	TRUE
K562	SPTA1	TRUE
K562	OR6K2	TRUE
K562	OR6K6	TRUE
K562	OR6N1	TRUE
K562	MNDA	TRUE
K562	POP3	TRUE
K562	IFI16	TRUE
K562	AIM2	TRUE
K562	ACKR1	TRUE
K562	FCER1A	TRUE
K562	DUSP23	TRUE
K562	CFAP45	TRUE
K562	TAGLN2	TRUE
K562	IGSF9	TRUE
K562	LINC01133	TRUE
K562	PIGM	TRUE
K562	KCNJ10	TRUE
K562	KCNJ9	TRUE
K562	IGSF8	TRUE
K562	ATP1A2	TRUE
K562	PEA15	TRUE
K562	DCAF8	TRUE
K562	PEX19	TRUE
K562	NCSTN	TRUE
K562	COPA	TRUE
K562	NHLH1	TRUE
K562	VANGL2	TRUE
K562	SLAMF6	TRUE
K562	CD84	TRUE
K562	SLAMF1	TRUE
K562	CD48	TRUE
K562	SLAMF7	TRUE
K562	CD244	TRUE
K562	ITLN2	TRUE
K562	F11R	TRUE
K562	USF1	TRUE
K562	ARHGAP30	TRUE
K562	NECTIN4	TRUE
K562	KLHDC9	TRUE
K562	NIT1	TRUE
K562	PFDN2	TRUE
K562	DEDD	TRUE
K562	UFC1	TRUE
K562	USP21	TRUE
K562	PPOX	TRUE
K562	B4GALT3	TRUE
K562	ADAMTS4	TRUE
K562	NDUFS2	TRUE
K562	FCER1G	TRUE
K562	TOMM40L	TRUE
K562	NR1I3	TRUE
K562	PCP4L1	TRUE
K562	MPZ	TRUE
K562	SDHC	TRUE
K562	CFAP126	TRUE
K562	FCGR2A	TRUE
K562	HSPA6	TRUE
K562	FCGR3A	TRUE
K562	FCRLA	TRUE
K562	FCRLB	TRUE
K562	DUSP12	TRUE
K562	ATF6	TRUE
K562	OLFML2B	TRUE
K562	NOS1AP	TRUE
K562	SPATA46	TRUE
K562	C1orf226	TRUE
K562	SH2D1B	TRUE
K562	UHMK1	TRUE
K562	UAP1	TRUE
K562	DDR2	TRUE
K562	HSD17B7	TRUE
K562	CCDC190	TRUE
K562	RGS4	TRUE
K562	NUF2	TRUE
K562	PBX1	TRUE
K562	RXRG	TRUE
K562	LRRC52	TRUE
K562	MGST3	TRUE
K562	ALDH9A1	TRUE
K562	TMCO1	TRUE
K562	UCK2	TRUE
K562	FAM78B	TRUE
K562	POGK	TRUE
K562	TADA1	TRUE
K562	MAEL	TRUE
K562	GPA33	TRUE
K562	POU2F1	TRUE
K562	CD247	TRUE
K562	CREG1	TRUE
K562	RCSD1	TRUE
K562	MPZL1	TRUE
K562	ADCY10	TRUE
K562	DCAF6	TRUE
K562	MPC2	TRUE
K562	GPR161	TRUE
K562	TIPRL	TRUE
K562	SFT2D2	TRUE
K562	TBX19	TRUE
K562	LINC00970	TRUE
K562	ATP1B1	TRUE
K562	BLZF1	TRUE
K562	NME7	TRUE
K562	CCDC181	TRUE
K562	SLC19A2	TRUE
K562	SELL	TRUE
K562	SELE	TRUE
K562	METTL18	TRUE
K562	C1orf112	TRUE
K562	SCYL3	TRUE
K562	KIFAP3	TRUE
K562	METTL11B	TRUE
K562	GORAB	TRUE
K562	FMO1	TRUE
K562	FMO4	TRUE
K562	PRRC2C	TRUE
K562	VAMP4	TRUE
K562	METTL13	TRUE
K562	DNM3	TRUE
K562	C1orf105	TRUE
K562	PIGC	TRUE
K562	SUCO	TRUE
K562	FASLG	TRUE
K562	TNFSF18	TRUE
K562	PRDX6	TRUE
K562	SLC9C2	TRUE
K562	ANKRD45	TRUE
K562	KLHL20	TRUE
K562	CENPL	TRUE
K562	DARS2	TRUE
K562	GAS5	TRUE
K562	ZBTB37	TRUE
K562	SERPINC1	TRUE
K562	RC3H1	TRUE
K562	RABGAP1L	TRUE
K562	CACYBP	TRUE
K562	MRPS14	TRUE
K562	KIAA0040	TRUE
K562	TNR	TRUE
K562	LINC01657	TRUE
K562	RFWD2	TRUE
K562	SEC16B	TRUE
K562	RASAL2-AS1	TRUE
K562	C1orf220	TRUE
K562	RALGPS2	TRUE
K562	FAM20B	TRUE
K562	TOR3A	TRUE
K562	ABL2	TRUE
K562	SOAT1	TRUE
K562	AXDND1	TRUE
K562	TDRD5	TRUE
K562	TOR1AIP2	TRUE
K562	TOR1AIP1	TRUE
K562	CEP350	TRUE
K562	QSOX1	TRUE
K562	LHX4	TRUE
K562	ACBD6	TRUE
K562	XPR1	TRUE
K562	KIAA1614	TRUE
K562	STX6	TRUE
K562	MR1	TRUE
K562	IER5	TRUE
K562	LINC01732	TRUE
K562	LINC01699	TRUE
K562	LINC01344	TRUE
K562	GLUL	TRUE
K562	LINC00272	TRUE
K562	RNASEL	TRUE
K562	RGS16	TRUE
K562	LINC01686	TRUE
K562	RGS8	TRUE
K562	NPL	TRUE
K562	DHX9	TRUE
K562	SHCBP1L	TRUE
K562	SMG7-AS1	TRUE
K562	SMG7	TRUE
K562	ARPC5	TRUE
K562	RGL1	TRUE
K562	APOBEC4	TRUE
K562	COLGALT2	TRUE
K562	TSEN15	TRUE
K562	C1orf21	TRUE
K562	EDEM3	TRUE
K562	FAM129A	TRUE
K562	RNF2	TRUE
K562	TRMT1L	TRUE
K562	SWT1	TRUE
K562	IVNS1ABP	TRUE
K562	HMCN1	TRUE
K562	PRG4	TRUE
K562	TPR	TRUE
K562	C1orf27	TRUE
K562	PTGS2	TRUE
K562	PACERR	TRUE
K562	PLA2G4A	TRUE
K562	RGS18	TRUE
K562	RGS2	TRUE
K562	UCHL5	TRUE
K562	TROVE2	TRUE
K562	GLRX2	TRUE
K562	CDC73	TRUE
K562	B3GALT2	TRUE
K562	KCNT2	TRUE
K562	CFH	TRUE
K562	CFHR5	TRUE
K562	ASPM	TRUE
K562	ZBTB41	TRUE
K562	CRB1	TRUE
K562	DENND1B	TRUE
K562	C1orf53	TRUE
K562	LHX9	TRUE
K562	NEK7	TRUE
K562	PTPRC	TRUE
K562	ZNF281	TRUE
K562	KIF14	TRUE
K562	DDX59	TRUE
K562	CAMSAP2	TRUE
K562	C1orf106	TRUE
K562	KIF21B	TRUE
K562	CACNA1S	TRUE
K562	TMEM9	TRUE
K562	TNNT2	TRUE
K562	LAD1	TRUE
K562	CSRP1	TRUE
K562	NAV1	TRUE
K562	IPO9	TRUE
K562	SHISA4	TRUE
K562	LMOD1	TRUE
K562	TIMM17A	TRUE
K562	RNPEP	TRUE
K562	ELF3	TRUE
K562	GPR37L1	TRUE
K562	ARL8A	TRUE
K562	PTPN7	TRUE
K562	LGR6	TRUE
K562	UBE2T	TRUE
K562	PPP1R12B	TRUE
K562	SYT2	TRUE
K562	KDM5B	TRUE
K562	RABIF	TRUE
K562	KLHL12	TRUE
K562	ADIPOR1	TRUE
K562	CYB5R1	TRUE
K562	TMEM183A	TRUE
K562	PPFIA4	TRUE
K562	MYOG	TRUE
K562	ADORA1	TRUE
K562	CHI3L1	TRUE
K562	CHIT1	TRUE
K562	LINC01353	TRUE
K562	LINC01136	TRUE
K562	BTG2	TRUE
K562	FMOD	TRUE
K562	PRELP	TRUE
K562	ATP2B4	TRUE
K562	LAX1	TRUE
K562	ZC3H11A	TRUE
K562	ZBED6	TRUE
K562	SNRPE	TRUE
K562	ETNK2	TRUE
K562	REN	TRUE
K562	GOLT1A	TRUE
K562	PPP1R15B	TRUE
K562	PIK3C2B	TRUE
K562	MDM4	TRUE
K562	LRRN2	TRUE
K562	NFASC	TRUE
K562	TMEM81	TRUE
K562	RBBP5	TRUE
K562	DSTYK	TRUE
K562	TMCC2	TRUE
K562	NUAK2	TRUE
K562	BLACAT1	TRUE
K562	ELK4	TRUE
K562	SLC45A3	TRUE
K562	NUCKS1	TRUE
K562	RAB29	TRUE
K562	SLC41A1	TRUE
K562	PM20D1	TRUE
K562	SLC26A9	TRUE
K562	C1orf186	TRUE
K562	FAM72A	TRUE
K562	IKBKE	TRUE
K562	RASSF5	TRUE
K562	EIF2D	TRUE
K562	DYRK3	TRUE
K562	MAPKAPK2	TRUE
K562	IL20	TRUE
K562	IL24	TRUE
K562	FCMR	TRUE
K562	PIGR	TRUE
K562	FCAMR	TRUE
K562	C1orf116	TRUE
K562	YOD1	TRUE
K562	PFKFB2	TRUE
K562	C4BPB	TRUE
K562	C4BPA	TRUE
K562	CD55	TRUE
K562	CR2	TRUE
K562	CR1	TRUE
K562	CR1L	TRUE
K562	CD46	TRUE
K562	C1orf132	TRUE
K562	PLXNA2	TRUE
K562	LINC01696	TRUE
K562	CAMK1G	TRUE
K562	G0S2	TRUE
K562	HSD11B1	TRUE
K562	TRAF3IP3	TRUE
K562	C1orf74	TRUE
K562	IRF6	TRUE
K562	DIEXF	TRUE
K562	KCNH1	TRUE
K562	RCOR3	TRUE
K562	TRAF5	TRUE
K562	LINC00467	TRUE
K562	RD3	TRUE
K562	SLC30A1	TRUE
K562	NEK2	TRUE
K562	LPGAT1	TRUE
K562	DTL	TRUE
K562	INTS7	TRUE
K562	PPP2R5A	TRUE
K562	TMEM206	TRUE
K562	NENF	TRUE
K562	LINC01740	TRUE
K562	ATF3	TRUE
K562	BATF3	TRUE
K562	NSL1	TRUE
K562	TATDN3	TRUE
K562	SPATA45	TRUE
K562	FLVCR1-AS1	TRUE
K562	FLVCR1	TRUE
K562	VASH2	TRUE
K562	ANGEL2	TRUE
K562	RPS6KC1	TRUE
K562	PROX1	TRUE
K562	SMYD2	TRUE
K562	CENPF	TRUE
K562	KCTD3	TRUE
K562	USH2A	TRUE
K562	GPATCH2	TRUE
K562	SPATA17	TRUE
K562	RRP15	TRUE
K562	TGFB2	TRUE
K562	LYPLAL1-AS1	TRUE
K562	LYPLAL1	TRUE
K562	SLC30A10	TRUE
K562	EPRS	TRUE
K562	BPNT1	TRUE
K562	IARS2	TRUE
K562	RAB3GAP2	TRUE
K562	HLX	TRUE
K562	C1orf140	TRUE
K562	DUSP10	TRUE
K562	LINC01655	TRUE
K562	TAF1A	TRUE
K562	MIA3	TRUE
K562	AIDA	TRUE
K562	BROX	TRUE
K562	FAM177B	TRUE
K562	DISP1	TRUE
K562	TLR5	TRUE
K562	SUSD4	TRUE
K562	CAPN2	TRUE
K562	TP53BP2	TRUE
K562	FBXO28	TRUE
K562	DEGS1	TRUE
K562	NVL	TRUE
K562	CNIH4	TRUE
K562	WDR26	TRUE
K562	CNIH3	TRUE
K562	DNAH14	TRUE
K562	LBR	TRUE
K562	ENAH	TRUE
K562	SRP9	TRUE
K562	EPHX1	TRUE
K562	TMEM63A	TRUE
K562	LEFTY1	TRUE
K562	PYCR2	TRUE
K562	LEFTY2	TRUE
K562	SDE2	TRUE
K562	H3F3A	TRUE
K562	ACBD3	TRUE
K562	MIXL1	TRUE
K562	LIN9	TRUE
K562	PARP1	TRUE
K562	ITPKB	TRUE
K562	PSEN2	TRUE
K562	COQ8A	TRUE
K562	CDC42BPA	TRUE
K562	ZNF678	TRUE
K562	SNAP47	TRUE
K562	JMJD4	TRUE
K562	PRSS38	TRUE
K562	WNT9A	TRUE
K562	ARF1	TRUE
K562	C1orf35	TRUE
K562	MRPL55	TRUE
K562	GUK1	TRUE
K562	GJC2	TRUE
K562	IBA57-AS1	TRUE
K562	IBA57	TRUE
K562	TRIM11	TRUE
K562	TRIM17	TRUE
K562	HIST3H2A	TRUE
K562	HIST3H2BB	TRUE
K562	RNF187	TRUE
K562	RAB4A	TRUE
K562	SPHAR	TRUE
K562	CCSAP	TRUE
K562	NUP133	TRUE
K562	ABCB10	TRUE
K562	TAF5L	TRUE
K562	URB2	TRUE
K562	GALNT2	TRUE
K562	PGBD5	TRUE
K562	COG2	TRUE
K562	AGT	TRUE
K562	C1orf198	TRUE
K562	TTC13	TRUE
K562	ARV1	TRUE
K562	FAM89A	TRUE
K562	TRIM67	TRUE
K562	GNPAT	TRUE
K562	C1orf131	TRUE
K562	EXOC8	TRUE
K562	SPRTN	TRUE
K562	EGLN1	TRUE
K562	TSNAX	TRUE
K562	TSNAX-DISC1	TRUE
K562	DISC1	TRUE
K562	MAP10	TRUE
K562	NTPCR	TRUE
K562	MAP3K21	TRUE
K562	KCNK1	TRUE
K562	SLC35F3	TRUE
K562	COA6	TRUE
K562	TARBP1	TRUE
K562	LINC01354	TRUE
K562	IRF2BP2	TRUE
K562	LINC00184	TRUE
K562	LINC01132	TRUE
K562	TOMM20	TRUE
K562	RBM34	TRUE
K562	ARID4B	TRUE
K562	GGPS1	TRUE
K562	TBCE	TRUE
K562	B3GALNT2	TRUE
K562	LYST	TRUE
K562	NID1	TRUE
K562	GPR137B	TRUE
K562	ERO1B	TRUE
K562	EDARADD	TRUE
K562	LGALS8	TRUE
K562	HEATR1	TRUE
K562	ACTN2	TRUE
K562	MTR	TRUE
K562	GREM2	TRUE
K562	FH	TRUE
K562	KMO	TRUE
K562	CHML	TRUE
K562	OPN3	TRUE
K562	EXO1	TRUE
K562	BECN2	TRUE
K562	MAP1LC3C	TRUE
K562	CEP170	TRUE
K562	SDCCAG8	TRUE
K562	C1orf100	TRUE
K562	ADSS	TRUE
K562	DESI2	TRUE
K562	COX20	TRUE
K562	HNRNPU	TRUE
K562	EFCAB2	TRUE
K562	KIF26B	TRUE
K562	SMYD3	TRUE
K562	TFB2M	TRUE
K562	CNST	TRUE
K562	SCCPDH	TRUE
K562	AHCTF1	TRUE
K562	ZNF695	TRUE
K562	ZNF670-ZNF695	TRUE
K562	ZNF670	TRUE
K562	ZNF669	TRUE
K562	C1orf229	TRUE
K562	ZNF124	TRUE
K562	ZNF496	TRUE
K562	OR2B11	TRUE
K562	OR2C3	TRUE
K562	OR6F1	TRUE
K562	TRIM58	TRUE
K562	OR2L13	TRUE
K562	OR14C36	TRUE
K562	LYPD8	TRUE
K562	SH3BP5L	TRUE
K562	ZNF672	TRUE
K562	ZNF692	TRUE
K562	PGBD2	TRUE
K562	AKR1C1	TRUE
K562	AKR1E2	TRUE
K562	KLF6	TRUE
K562	PITRM1	TRUE
K562	PFKP	TRUE
K562	LINC00701	TRUE
K562	ADARB2	TRUE
K562	LINC00200	TRUE
K562	WDR37	TRUE
K562	IDI1	TRUE
K562	GTPBP4	TRUE
K562	LARP4B	TRUE
K562	PRR26	TRUE
K562	ZMYND11	TRUE
K562	AKR1C3	TRUE
K562	AKR1C8P	TRUE
K562	UCN3	TRUE
K562	TUBAL3	TRUE
K562	NET1	TRUE
K562	CALML3	TRUE
K562	ASB13	TRUE
K562	FAM208B	TRUE
K562	GDI2	TRUE
K562	ANKRD16	TRUE
K562	FBXO18	TRUE
K562	IL15RA	TRUE
K562	IL2RA	TRUE
K562	RBM17	TRUE
K562	PFKFB3	TRUE
K562	PRKCQ	TRUE
K562	PRKCQ-AS1	TRUE
K562	LINC00707	TRUE
K562	SFMBT2	TRUE
K562	KIN	TRUE
K562	ATP5C1	TRUE
K562	TAF3	TRUE
K562	GATA3-AS1	TRUE
K562	USP6NL	TRUE
K562	ECHDC3	TRUE
K562	PROSER2	TRUE
K562	UPF2	TRUE
K562	DHTKD1	TRUE
K562	SEC61A2	TRUE
K562	CDC123	TRUE
K562	NUDT5	TRUE
K562	CAMK1D	TRUE
K562	OPTN	TRUE
K562	MCM10	TRUE
K562	PHYH	TRUE
K562	SEPHS1	TRUE
K562	BEND7	TRUE
K562	PRPF18	TRUE
K562	FAM107B	TRUE
K562	CDNF	TRUE
K562	HSPA14	TRUE
K562	SUV39H2	TRUE
K562	DCLRE1C	TRUE
K562	MEIG1	TRUE
K562	ACBD7	TRUE
K562	RPP38	TRUE
K562	NMT2	TRUE
K562	FAM171A1	TRUE
K562	MINDY3	TRUE
K562	PTER	TRUE
K562	RSU1	TRUE
K562	TRDMT1	TRUE
K562	VIM	TRUE
K562	ST8SIA6	TRUE
K562	HACD1	TRUE
K562	STAM	TRUE
K562	CACNB2	TRUE
K562	NSUN6	TRUE
K562	ARL5B	TRUE
K562	C10orf113	TRUE
K562	NEBL	TRUE
K562	CASC10	TRUE
K562	SKIDA1	TRUE
K562	MLLT10	TRUE
K562	DNAJC1	TRUE
K562	EBLN1	TRUE
K562	COMMD3	TRUE
K562	COMMD3-BMI1	TRUE
K562	BMI1	TRUE
K562	PIP4K2A	TRUE
K562	ARMC3	TRUE
K562	MSRB2	TRUE
K562	OTUD1	TRUE
K562	ARHGAP21	TRUE
K562	PRTFDC1	TRUE
K562	ENKUR	TRUE
K562	THNSL1	TRUE
K562	LINC01516	TRUE
K562	APBB1IP	TRUE
K562	PDSS1	TRUE
K562	ABI1	TRUE
K562	ANKRD26	TRUE
K562	YME1L1	TRUE
K562	MASTL	TRUE
K562	ACBD5	TRUE
K562	RAB18	TRUE
K562	MPP7	TRUE
K562	WAC	TRUE
K562	BAMBI	TRUE
K562	LINC01517	TRUE
K562	LINC00837	TRUE
K562	MTPAP	TRUE
K562	MAP3K8	TRUE
K562	ZNF438	TRUE
K562	ZEB1	TRUE
K562	ARHGAP12	TRUE
K562	KIF5B	TRUE
K562	EPC1	TRUE
K562	CCDC7	TRUE
K562	ITGB1	TRUE
K562	PARD3	TRUE
K562	CUL2	TRUE
K562	CREM	TRUE
K562	CCNY	TRUE
K562	GJD4	TRUE
K562	FZD8	TRUE
K562	ZNF248	TRUE
K562	ZNF25	TRUE
K562	ZNF33A	TRUE
K562	ZNF37A	TRUE
K562	LINC00839	TRUE
K562	ZNF33B	TRUE
K562	LINC01518	TRUE
K562	BMS1	TRUE
K562	LINC01264	TRUE
K562	RET	TRUE
K562	CSGALNACT2	TRUE
K562	FXYD4	TRUE
K562	HNRNPF	TRUE
K562	ZNF487	TRUE
K562	ZNF239	TRUE
K562	ZNF485	TRUE
K562	ZNF32	TRUE
K562	LINC00840	TRUE
K562	LINC00841	TRUE
K562	TMEM72	TRUE
K562	RASSF4	TRUE
K562	C10orf10	TRUE
K562	ZNF22	TRUE
K562	ALOX5	TRUE
K562	MARCH8	TRUE
K562	ZFAND4	TRUE
K562	WASHC2C	TRUE
K562	TIMM23	TRUE
K562	NCOA4	TRUE
K562	MSMB	TRUE
K562	GDF2	TRUE
K562	ZNF488	TRUE
K562	FRMPD2	TRUE
K562	MAPK8	TRUE
K562	ARHGAP22	TRUE
K562	WDFY4	TRUE
K562	VSTM4	TRUE
K562	FAM170B	TRUE
K562	C10orf128	TRUE
K562	C10orf71	TRUE
K562	ERCC6	TRUE
K562	C10orf53	TRUE
K562	OGDHL	TRUE
K562	WASHC2A	TRUE
K562	ASAH2	TRUE
K562	SGMS1	TRUE
K562	ASAH2B	TRUE
K562	PRKG1	TRUE
K562	CSTF2T	TRUE
K562	ZWINT	TRUE
K562	IPMK	TRUE
K562	CISD1	TRUE
K562	UBE2D1	TRUE
K562	TFAM	TRUE
K562	SLC16A9	TRUE
K562	CCDC6	TRUE
K562	ANK3	TRUE
K562	CDK1	TRUE
K562	RHOBTB1	TRUE
K562	TMEM26	TRUE
K562	ARID5B	TRUE
K562	RTKN2	TRUE
K562	ADO	TRUE
K562	EGR2	TRUE
K562	NRBF2	TRUE
K562	JMJD1C	TRUE
K562	REEP3	TRUE
K562	LINC01515	TRUE
K562	LRRTM3	TRUE
K562	DNAJC12	TRUE
K562	SIRT1	TRUE
K562	HERC4	TRUE
K562	MYPN	TRUE
K562	ATOH7	TRUE
K562	HNRNPH3	TRUE
K562	PBLD	TRUE
K562	RUFY2	TRUE
K562	DNA2	TRUE
K562	SLC25A16	TRUE
K562	TET1	TRUE
K562	CCAR1	TRUE
K562	STOX1	TRUE
K562	DDX50	TRUE
K562	DDX21	TRUE
K562	KIF1BP	TRUE
K562	SRGN	TRUE
K562	VPS26A	TRUE
K562	SUPV3L1	TRUE
K562	HKDC1	TRUE
K562	HK1	TRUE
K562	TACR2	TRUE
K562	TSPAN15	TRUE
K562	C10orf35	TRUE
K562	AIFM2	TRUE
K562	TYSND1	TRUE
K562	SAR1A	TRUE
K562	PPA1	TRUE
K562	LRRC20	TRUE
K562	EIF4EBP2	TRUE
K562	NODAL	TRUE
K562	PRF1	TRUE
K562	ADAMTS14	TRUE
K562	TBATA	TRUE
K562	SGPL1	TRUE
K562	PCBD1	TRUE
K562	UNC5B	TRUE
K562	SLC29A3	TRUE
K562	C10orf105	TRUE
K562	VSIR	TRUE
K562	PSAP	TRUE
K562	SPOCK2	TRUE
K562	ANAPC16	TRUE
K562	ASCC1	TRUE
K562	DDIT4	TRUE
K562	DNAJB12	TRUE
K562	MICU1	TRUE
K562	MCU	TRUE
K562	OIT3	TRUE
K562	PLA2G12B	TRUE
K562	P4HA1	TRUE
K562	NUDT13	TRUE
K562	ECD	TRUE
K562	FAM149B1	TRUE
K562	DNAJC9	TRUE
K562	MRPS16	TRUE
K562	CFAP70	TRUE
K562	ANXA7	TRUE
K562	MSS51	TRUE
K562	PPP3CB-AS1	TRUE
K562	PPP3CB	TRUE
K562	USP54	TRUE
K562	SYNPO2L	TRUE
K562	SEC24C	TRUE
K562	FUT11	TRUE
K562	CHCHD1	TRUE
K562	ZSWIM8	TRUE
K562	NDST2	TRUE
K562	CAMK2G	TRUE
K562	PLAU	TRUE
K562	VCL	TRUE
K562	AP3M1	TRUE
K562	ADK	TRUE
K562	KAT6B	TRUE
K562	DUPD1	TRUE
K562	DUSP13	TRUE
K562	SAMD8	TRUE
K562	VDAC2	TRUE
K562	COMTD1	TRUE
K562	ZNF503-AS1	TRUE
K562	ZNF503	TRUE
K562	C10orf11	TRUE
K562	DLG5	TRUE
K562	DLG5-AS1	TRUE
K562	POLR3A	TRUE
K562	RPS24	TRUE
K562	LINC00856	TRUE
K562	LINC00595	TRUE
K562	ZMIZ1	TRUE
K562	PPIF	TRUE
K562	ZCCHC24	TRUE
K562	SFTPA1	TRUE
K562	TMEM254	TRUE
K562	ANXA11	TRUE
K562	LINC00857	TRUE
K562	DYDC1	TRUE
K562	FAM213A	TRUE
K562	TSPAN14	TRUE
K562	SH2D4B	TRUE
K562	GHITM	TRUE
K562	C10orf99	TRUE
K562	CDHR1	TRUE
K562	LRIT2	TRUE
K562	LINC00858	TRUE
K562	CCSER2	TRUE
K562	LINC01520	TRUE
K562	WAPL	TRUE
K562	OPN4	TRUE
K562	BMPR1A	TRUE
K562	MMRN2	TRUE
K562	SNCG	TRUE
K562	GLUD1	TRUE
K562	FAM35A	TRUE
K562	MINPP1	TRUE
K562	ATAD1	TRUE
K562	KLLN	TRUE
K562	PTEN	TRUE
K562	RNLS	TRUE
K562	FAS	TRUE
K562	ACTA2	TRUE
K562	CH25H	TRUE
K562	LIPA	TRUE
K562	IFIT2	TRUE
K562	IFIT3	TRUE
K562	IFIT1B	TRUE
K562	IFIT1	TRUE
K562	IFIT5	TRUE
K562	PANK1	TRUE
K562	KIF20B	TRUE
K562	LINC00865	TRUE
K562	HTR7	TRUE
K562	RPP30	TRUE
K562	PCGF5	TRUE
K562	HECTD2	TRUE
K562	PPP1R3C	TRUE
K562	TNKS2	TRUE
K562	FGFBP3	TRUE
K562	BTAF1	TRUE
K562	CPEB3	TRUE
K562	MARCH5	TRUE
K562	IDE	TRUE
K562	KIF11	TRUE
K562	HHEX	TRUE
K562	EXOC6	TRUE
K562	CYP26A1	TRUE
K562	CEP55	TRUE
K562	FRA10AC1	TRUE
K562	SLC35G1	TRUE
K562	NOC3L	TRUE
K562	TBC1D12	TRUE
K562	HELLS	TRUE
K562	PDLIM1	TRUE
K562	ALDH18A1	TRUE
K562	TCTN3	TRUE
K562	ENTPD1	TRUE
K562	CCNJ	TRUE
K562	ZNF518A	TRUE
K562	TLL2	TRUE
K562	TM9SF3	TRUE
K562	PIK3AP1	TRUE
K562	LCOR	TRUE
K562	ARHGAP19-SLIT1	TRUE
K562	ARHGAP19	TRUE
K562	FRAT1	TRUE
K562	FRAT2	TRUE
K562	RRP12	TRUE
K562	PGAM1	TRUE
K562	EXOSC1	TRUE
K562	ZDHHC16	TRUE
K562	MMS19	TRUE
K562	UBTD1	TRUE
K562	ANKRD2	TRUE
K562	MORN4	TRUE
K562	PI4K2A	TRUE
K562	AVPI1	TRUE
K562	MARVELD1	TRUE
K562	ZFYVE27	TRUE
K562	SFRP5	TRUE
K562	LINC00866	TRUE
K562	GOLGA7B	TRUE
K562	R3HCC1L	TRUE
K562	PYROXD2	TRUE
K562	HPS1	TRUE
K562	HPSE2	TRUE
K562	GOT1	TRUE
K562	NKX2-3	TRUE
K562	SLC25A28	TRUE
K562	ENTPD7	TRUE
K562	CUTC	TRUE
K562	COX15	TRUE
K562	DNMBP	TRUE
K562	ERLIN1	TRUE
K562	CHUK	TRUE
K562	CWF19L1	TRUE
K562	BLOC1S2	TRUE
K562	SCD	TRUE
K562	OLMALINC	TRUE
K562	SEC31B	TRUE
K562	NDUFB8	TRUE
K562	HIF1AN	TRUE
K562	SLF2	TRUE
K562	MRPL43	TRUE
K562	TWNK	TRUE
K562	LZTS2	TRUE
K562	PDZD7	TRUE
K562	SFXN3	TRUE
K562	KAZALD1	TRUE
K562	TLX1NB	TRUE
K562	TLX1	TRUE
K562	BTRC	TRUE
K562	POLL	TRUE
K562	DPCD	TRUE
K562	FBXW4	TRUE
K562	NPM3	TRUE
K562	MGEA5	TRUE
K562	C10orf76	TRUE
K562	HPS6	TRUE
K562	LDB1	TRUE
K562	PPRC1	TRUE
K562	NOLC1	TRUE
K562	ELOVL3	TRUE
K562	PITX3	TRUE
K562	GBF1	TRUE
K562	NFKB2	TRUE
K562	PSD	TRUE
K562	FBXL15	TRUE
K562	CUEDC2	TRUE
K562	RPARP-AS1	TRUE
K562	C10orf95	TRUE
K562	MFSD13A	TRUE
K562	ACTR1A	TRUE
K562	SUFU	TRUE
K562	TRIM8	TRUE
K562	ARL3	TRUE
K562	SFXN2	TRUE
K562	WBP1L	TRUE
K562	CYP17A1	TRUE
K562	BORCS7	TRUE
K562	BORCS7-ASMT	TRUE
K562	CNNM2	TRUE
K562	NT5C2	TRUE
K562	PCGF6	TRUE
K562	TAF5	TRUE
K562	USMG5	TRUE
K562	PDCD11	TRUE
K562	STN1	TRUE
K562	SLK	TRUE
